"trial_name","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","participant_id","counterbalance_list","study_name","prolific_pid","prolific_study_id","prolific_session_id","recruitment_platform","consented","success","timeout","failed_images","failed_audio","failed_video","view_history","fact_id","clip_code","item_number","statement_text","truth_code","truth_value","stimulus_set","is_filler","speaker_id","speaker_label","accent_group","audio_path","slider_start","participant_truth_rating_cm","participant_judgment","truth_scale_min_cm","truth_scale_max_cm","truth_scale_left_label","truth_scale_right_label"
"audio_presentation","null","audio/native_2/6nhu1nbwba_12F_audio.webm","null","audio-keyboard-response","103","2.1.1","691642","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","12","12F","12","Audio item 12","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_12F_audio.webm","","","","","","",""
"truth_judgment","4689","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","3","html-slider-response","104","2.1.0","696335","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","12","12F","12","Audio item 12","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_12F_audio.webm","7","3","3","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_37T_audio.webm","null","audio-keyboard-response","105","2.1.1","699759","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","37","37T","37","Audio item 37","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_37T_audio.webm","","","","","","",""
"truth_judgment","4250","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","14","html-slider-response","106","2.1.0","704012","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","37","37T","37","Audio item 37","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_37T_audio.webm","7","14","14","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_1/ha77v84840_19F_audio.webm","null","audio-keyboard-response","107","2.1.1","707620","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","19","19F","19","Audio item 19","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_19F_audio.webm","","","","","","",""
"truth_judgment","3793","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","9","html-slider-response","108","2.1.0","711417","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","19","19F","19","Audio item 19","F","false","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_19F_audio.webm","7","9","9","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_1/ha77v84840_27T_audio.webm","null","audio-keyboard-response","109","2.1.1","714778","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","27","27T","27","Audio item 27","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_27T_audio.webm","","","","","","",""
"truth_judgment","6186","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","14","html-slider-response","110","2.1.0","720968","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","27","27T","27","Audio item 27","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_27T_audio.webm","7","14","14","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_2/6nhu1nbwba_20T_audio.webm","null","audio-keyboard-response","111","2.1.1","725765","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","20","20T","20","Audio item 20","T","true","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_20T_audio.webm","","","","","","",""
"truth_judgment","2202","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","11","html-slider-response","112","2.1.0","727969","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","20","20T","20","Audio item 20","T","true","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_20T_audio.webm","7","11","11","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_29T_audio.webm","null","audio-keyboard-response","113","2.1.1","734383","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","29","29T","29","Audio item 29","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_29T_audio.webm","","","","","","",""
"truth_judgment","4028","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","6","html-slider-response","114","2.1.0","738415","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","29","29T","29","Audio item 29","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_29T_audio.webm","7","6","6","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_13F_audio.webm","null","audio-keyboard-response","115","2.1.1","743823","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","13","13F","13","Audio item 13","F","false","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_13F_audio.webm","","","","","","",""
"truth_judgment","4376","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","8","html-slider-response","116","2.1.0","748202","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","13","13F","13","Audio item 13","F","false","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_13F_audio.webm","7","8","8","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_1/ha77v84840_47T_audio.webm","null","audio-keyboard-response","117","2.1.1","752943","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","47","47T","47","Audio item 47","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_47T_audio.webm","","","","","","",""
"truth_judgment","2817","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","12","html-slider-response","118","2.1.0","755764","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","47","47T","47","Audio item 47","T","true","main","false","native_1","Native Speaker 1","native","audio/native_1/ha77v84840_47T_audio.webm","7","12","12","0","14","definitely false","definitely true"
"audio_presentation","null","audio/native_2/6nhu1nbwba_36F_audio.webm","null","audio-keyboard-response","119","2.1.1","760026","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","36","36F","36","Audio item 36","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_36F_audio.webm","","","","","","",""
"truth_judgment","6595","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","5","html-slider-response","120","2.1.0","766625","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","36","36F","36","Audio item 36","F","false","main","false","native_2","Native Speaker 2","native","audio/native_2/6nhu1nbwba_36F_audio.webm","7","5","5","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_1/6bqg3s4g4q_25T_audio.webm","null","audio-keyboard-response","121","2.1.1","769018","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","25","25T","25","Audio item 25","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_25T_audio.webm","","","","","","",""
"truth_judgment","4692","
    <div class=""study-box center-text truth-scale-trial"">
      <div class=""big-question"">How true do you think the statement you just heard is?</div>
    </div>
  ","14","html-slider-response","122","2.1.0","773713","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","25","25T","25","Audio item 25","T","true","main","false","non_native_1","Non-native Speaker 1","non_native","audio/non_native_1/6bqg3s4g4q_25T_audio.webm","7","14","14","0","14","definitely false","definitely true"
"audio_presentation","null","audio/non_native_2/2j7bwre4ol_30T_audio.webm","null","audio-keyboard-response","123","2.1.1","777861","xuag6qsf","3","accent_credibility_four_speakers","69f287f9f8b7ae0a1bf056c4","6a0d18ca6b133c23bd4a9bda","6a0d1fc0ec5871370c00df76","prolific","","","","","","","","30","30T","30","Audio item 30","T","true","main","false","non_native_2","Non-native Speaker 2","non_native","audio/non_native_2/2j7bwre4ol_30T_audio.webm","","","","","","",""
